,Poster,Time,T2,Title,Author,ID,Date,Session
98,84,10:00,22:00,PQ-NET: A Generative Part Seq2Seq Network for 3D Shapes,"Rundi Wu, Yixin Zhuang, Kai Xu, Hao Zhang, Baoquan Chen",5994,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
99,85,10:00,22:00,Actor-Transformers for Group Activity Recognition,"Kirill Gavrilyuk, Ryan Sanford, Mehrsan Javan, Cees G. M. Snoek",6143,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
100,86,10:00,22:00,SG-NN: Sparse Generative Neural Networks for Self-Supervised Scene Completion of RGB-D Scans,"Angela Dai, Christian Diller, Matthias Nießner",6181,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
101,87,10:00,22:00,Geometry-Aware Satellite-to-Ground Image Synthesis for Urban Areas,"Xiaohu Lu, Zuoyue Li, Zhaopeng Cui, Martin R. Oswald, Marc Pollefeys, Rongjun Qin",6199,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
102,88,10:00,22:00,Action Modifiers: Learning From Adverbs in Instructional Videos,"Hazel Doughty, Ivan Laptev, Walterio Mayol-Cuevas, Dima Damen",6204,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
103,89,10:00,22:00,ZSTAD: Zero-Shot Temporal Activity Detection,"Lingling Zhang, Xiaojun Chang, Jun Liu, Minnan Luo, Sen Wang, Zongyuan Ge, Alexander Hauptmann",6238,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
104,90,10:00,22:00,Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,"Lei Jin, Yanyu Xu, Jia Zheng, Junfei Zhang, Rui Tang, Shugong Xu, Jingyi Yu, Shenghua Gao",6239,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
105,91,10:00,22:00,Deep Kinematics Analysis for Monocular 3D Human Pose Estimation,"Jingwei Xu, Zhenbo Yu, Bingbing Ni, Jiancheng Yang, Xiaokang Yang, Wenjun Zhang",6303,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
106,92,10:00,22:00,TEA: Temporal Excitation and Aggregation for Action Recognition,"Yan Li, Bin Ji, Xintian Shi, Jianguo Zhang, Bin Kang, Limin Wang",6359,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
107,93,10:00,22:00,Oops! Predicting Unintentional Action in Video,"Dave Epstein, Boyuan Chen, Carl Vondrick",6398,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
108,94,10:00,22:00,Scene Recomposition by Learning-Based ICP,"Hamid Izadinia, Steven M. Seitz",6405,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
109,95,10:00,22:00,Enhancing Cross-Task Black-Box Transferability of Adversarial Examples With Dispersion Reduction,"Yantao Lu, Yunhan Jia, Jianyu Wang, Bai Li, Weiheng Chai, Lawrence Carin, Senem Velipasalar",6435,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
110,96,10:00,22:00,Single-Step Adversarial Training With Dropout Scheduling,"Vivek B.S., R. Venkatesh Babu",6566,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
111,97,10:00,22:00,Deep Non-Line-of-Sight Reconstruction,"Javier Grau Chopite, Matthias B. Hullin, Michael Wand, Julian Iseringhausen",6582,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
112,98,10:00,22:00,SSRNet: Scalable 3D Surface Reconstruction Network,"Zhenxing Mi, Yiming Luo, Wenbing Tao",6606,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
113,99,10:00,22:00,Progressive Relation Learning for Group Activity Recognition,"Guyue Hu, Bo Cui, Yuan He, Shan Yu",6694,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
114,100,10:00,22:00,Cooling-Shrinking Attack: Blinding the Tracker With Imperceptible Noises,"Bin Yan, Dong Wang, Huchuan Lu, Xiaoyun Yang",6823,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
115,101,10:00,22:00,Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,"Ranjie Duan, Xingjun Ma, Yisen Wang, James Bailey, A. K. Qin, Yun Yang",6841,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
116,102,10:00,22:00,Weakly-Supervised Action Localization by Generative Attention Modeling,"Baifeng Shi, Qi Dai, Yadong Mu, Jingdong Wang",6924,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
117,103,10:00,22:00,Towards Achieving Adversarial Robustness by Enforcing Feature Consistency Across Bit Planes,"Sravanti Addepalli, Vivek B.S., Arya Baburaj, Gaurang Sriramanan, R. Venkatesh Babu",6926,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
118,104,10:00,22:00,Polishing Decision-Based Adversarial Noise With a Customized Sampling,"Yucheng Shi, Yahong Han, Qi Tian",6956,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
119,105,10:00,22:00,Towards Large Yet Imperceptible Adversarial Image Perturbations With Perceptual Color Distance,"Zhengyu Zhao, Zhuoran Liu, Martha Larson",6959,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
120,106,10:00,22:00,Something-Else: Compositional Action Recognition With Spatial-Temporal Interaction Networks,"Joanna Materzynska, Tete Xiao, Roei Herzig, Huijuan Xu, Xiaolong Wang, Trevor Darrell",6980,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
121,107,10:00,22:00,Learning Unsupervised Hierarchical Part Decomposition of 3D Objects From a Single RGB Image,"Despoina Paschalidou, Luc Van Gool, Andreas Geiger",7006,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
122,108,10:00,22:00,Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,"Maxim Maximov, Kevin Galim, Laura Leal-Taixé",7013,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
123,109,10:00,22:00,Active Vision for Early Recognition of Human Actions,"Boyu Wang, Lihan Huang, Minh Hoai",7016,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
124,110,10:00,22:00,SmallBigNet: Integrating Core and Contextual Views for Video Classification,"Xianhang Li, Yali Wang, Zhipeng Zhou, Yu Qiao",7204,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
125,111,10:00,22:00,Gate-Shift Networks for Video Action Recognition,"Swathikiran Sudhakaran, Sergio Escalera, Oswald Lanz",7287,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
126,112,10:00,22:00,Semantics-Guided Neural Networks for Efficient Skeleton-Based Human Action Recognition,"Pengfei Zhang, Cuiling Lan, Wenjun Zeng, Junliang Xing, Jianru Xue, Nanning Zheng",7303,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
127,113,10:00,22:00,Exploiting Joint Robustness to Adversarial Perturbations,"Ali Dabouei, Sobhan Soleymani, Fariborz Taherkhani, Jeremy Dawson, Nasser M. Nasrabadi",7373,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
128,114,10:00,22:00,From Image Collections to Point Clouds With Self-Supervised Shape and Pose Networks,"K L Navaneet, Ansu Mathew, Shashank Kashyap, Wei-Chih Hung, Varun Jampani, R. Venkatesh Babu",7375,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
129,115,10:00,22:00,Searching for Actions on the Hyperbole,"Teng Long, Pascal Mettes, Heng Tao Shen, Cees G. M. Snoek",7382,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
130,116,10:00,22:00,ColorFool: Semantic Adversarial Colorization,"Ali Shahin Shamsabadi, Ricardo Sánchez-Matilla, Andrea Cavallaro",7606,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
131,117,10:00,22:00,Boosting the Transferability of Adversarial Samples via Attention,"Weibin Wu, Yuxin Su, Xixian Chen, Shenglin Zhao, Irwin King, Michael R. Lyu, Yu-Wing Tai",7683,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
132,118,10:00,22:00,ActionBytes: Learning From Trimmed Videos to Localize Actions,"Mihir Jain, Amir Ghodrati, Cees G. M. Snoek",7838,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
133,119,10:00,22:00,Efficient Adversarial Training With Transferable Adversarial Examples,"Haizhong Zheng, Ziqi Zhang, Juncheng Gu, Honglak Lee, Atul Prakash",8609,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
134,120,10:00,22:00,Alleviation of Gradient Exploding in GANs: Fake Can Be Real,"Song Tao, Jia Wang",9235,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
135,121,10:00,22:00,On Isometry Robustness of Deep 3D Point Cloud Models Under Adversarial Attacks,"Yue Zhao, Yuwei Wu, Caihua Chen, Andrew Lim",9387,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
136,122,10:00,22:00,Achieving Robustness in the Wild via Adversarial Mixing With Disentangled Representations,"Sven Gowal, Chongli Qin, Po-Sen Huang, Taylan Cemgil, Krishnamurthy Dvijotham, Timothy Mann, Pushmeet Kohli",9412,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
137,123,10:00,22:00,QEBA: Query-Efficient Boundary-Based Blackbox Attack,"Huichen Li, Xiaojun Xu, Xiaolu Zhang, Shuang Yang, Bo Li",9582,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
138,124,10:00,22:00,Learning to Simulate Dynamic Environments With GameGAN,"Seung Wook Kim, Yuhao Zhou, Jonah Philion, Antonio Torralba, Sanja Fidler",9714,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
139,125,10:00,22:00,Learn2Perturb: An End-to-End Feature Perturbation Learning to Improve Adversarial Robustness,"Ahmadreza Jeddi, Mohammad Javad Shafiee, Michelle Karg, Christian Scharfenberger, Alexander Wong",9726,"Date: Tuesday, June 16, 2020 Q&A Time: 1000–1200 and 2200–0000",Session: Poster 1.1 — 3D From a Single Image and Shape-From-X; Action and Behavior Recognition; Adversarial Learning
144,1,12:00,0:00,SDFDiff: Differentiable Rendering of Signed Distance Fields for 3D Shape Optimization,"Yue Jiang, Dantong Ji, Zhizhong Han, Matthias Zwicker",4637,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
145,2,12:05,0:05,Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes,"Zhengqin Li, Yu-Ying Yeh, Manmohan Chandraker",4402,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
146,3,12:10,0:10,TextureFusion: High-Quality Texture Acquisition for Real-Time RGB-D Scanning,"Joo Ho Lee, Hyunho Ha, Yue Dong, Xin Tong, Min H. Kim",2264,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
147,4,12:15,0:15,"D3VO: Deep Depth, Deep Pose and Deep Uncertainty for Monocular Visual Odometry","Nan Yang, Lukas von Stumberg, Rui Wang, Daniel Cremers",2375,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
148,5,12:20,0:20,Deep Implicit Volume Compression,"Danhang Tang, Saurabh Singh, Philip A. Chou, Christian Häne, Mingsong Dou, Sean Fanello, Jonathan Taylor, Philip Davidson, Onur G. Guleryuz, Yinda Zhang, Shahram Izadi, Andrea Tagliasacchi, Sofien Bouaziz, Cem Keskin",1163,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
149,6,12:25,0:25,"MAGSAC++, a Fast, Reliable and Accurate Robust Estimator","Dániel Baráth, Jana Noskova, Maksym Ivashechkin, Jiří Matas",6311,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
150,7,12:30,0:30,OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression,"Lila Huang, Shenlong Wang, Kelvin Wong, Jerry Liu, Raquel Urtasun",7440,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
151,8,12:35,0:35,4D Association Graph for Realtime Multi-Person Motion Capture Using Multiple Video Cameras,"Yuxiang Zhang, Liang An, Tao Yu, Xiu Li, Kun Li, Yebin Liu",5122,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
152,9,12:40,0:40,Upgrading Optical Flow to 3D Scene Flow Through Optical Expansion,"Gengshan Yang, Deva Ramanan",2227,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
153,10,12:45,0:45,Robust 3D Self-Portraits in Seconds,"Zhe Li, Tao Yu, Chuanyu Pan, Zerong Zheng, Yebin Liu",6215,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2A — 3D From Multiview and Sensors (1)
158,11,12:00,0:00,FastDVDnet: Towards Real-Time Deep Video Denoising Without Flow Estimation,"Matias Tassano, Julie Delon, Thomas Veit",9831,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2B — Computational Photography
159,12,12:05,0:05,Learning to Have an Ear for Face Super-Resolution,"Givi Meishvili, Simon Jenni, Paolo Favaro",9570,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2B — Computational Photography
160,13,12:10,0:10,Deep Optics for Single-Shot High-Dynamic-Range Imaging,"Christopher A. Metzler, Hayato Ikoma, Yifan Peng, Gordon Wetzstein",2231,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2B — Computational Photography
161,14,12:15,0:15,Learning Rank-1 Diffractive Optics for Single-Shot High Dynamic Range Imaging,"Qilin Sun, Ethan Tseng, Qiang Fu, Wolfgang Heidrich, Felix Heide",2493,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2B — Computational Photography
162,15,12:20,0:20,Deep White-Balance Editing,"Mahmoud Afifi, Michael S. Brown",105,"Date: Tuesday, June 16 & Wednesday, June 17 2020 Q&A Time: 1200–1400 and 0000–0200",Session: Oral 1.2B — Computational Photography
